x;time;ram
10250;42011408200;1400992880
10300;41863946300;554056184
10350;42238392600;696091168
10400;42996093300;1501629176
10450;45133085500;530936768
10500;44193382000;1026720984
10550;43357723900;1593934744
10600;44495054000;639441232
10650;43910013100;1898656264
10700;44199284400;708416400
10750;45517162800;1804529456
10800;44851442700;1415934440
10850;45324443500;1263764360
10900;44085771600;691431176
10950;41535273800;565866848
11000;42006899700;1257122504
11050;42630706000;1375960344
11100;42720419000;1293021456
11150;43119563500;579105616
11200;42929075100;1474808200
11250;43503516200;709438704
11300;44436706700;2232586528
11350;43758656000;494266040
11400;43811710000;766419664
11450;43676649600;2224990696
11500;43843918100;1251039528
11550;44758547700;2076753648
11600;44617908300;1061557384
11650;45120234900;434002304
11700;44187659500;1295016152
11750;44399648200;452843184
11800;44716969500;2195303912
11850;45221768400;1513485232
11900;46200044200;1693392808
11950;46651753600;1933758336
12000;46174603300;1445074312
12050;51083817100;1335913240
12100;46678947400;1817083936
12150;46824780000;1011304112
12200;46457343900;1645204088
12250;49383589600;2031217688
12300;50148442100;1225148312
12350;50021635500;2175993016
12400;49524582600;1368372112
12450;50117958000;935813912
12500;50065623800;779614488
12550;47895784300;1359401528
12600;48506318500;1780371264
12650;49202788500;698943472
12700;48284044900;1684133720
12750;49695980600;2254580304
12800;48786339000;2223262744
12850;49509452900;1720674088
12900;49538443400;1527906728
12950;49743260800;844115592
13000;49478165000;762838800
13050;52416832900;1562415952
13100;54270653200;1483350560
13150;55254060900;596909672
13200;55839819700;1193731216
13250;55498266700;1191305072
13300;55399352200;1851321616
13350;55606745400;995387560
13400;55885209900;656352848
13450;56904960300;1203789368
